role,workload_id,dataset_id,model_type,candidate_id,path,literal_signature,security_admission,graph_contract_supported,primitive_bounds_complete,proof_eligible,observed_vs_bound_audit,analytical_claim_state,block_reasons,selection_sha256
confirmatory_seeds1_4,split_seed_4/iris_binary/mlp_square_linear_score,iris_binary,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_0b567c0ee21f,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:85a4e8e52d0d87d332f14a36dfd4026a65ab2384ee5ca3277fe24365a29cb074
confirmatory_seeds1_4,split_seed_4/mnist_pool16/linear_poly3,mnist_pool16,linear_poly3,synth_repair_scale_1_rescale_N13_Q7_S24_d2e82633aee4,rescale,sha256:f2d4744dadb69cbde1b3ac77f095d7a22a176d692d43145710e785fcf8649547,PASS,True,False,False,NOT_RUN_NO_BOUND,BLOCKED,NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:8606ed51c783e46eebcf31fca2e1837c522f575abb2ae059f5599f10ce661bf1
confirmatory_seeds1_4,split_seed_4/mnist_pool16/mlp_square_linear_score,mnist_pool16,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_360cb2bcb6ae,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:27d698feee0230f38d28a2c9921caaafa5103b0b606fff9f4ea8a0ab4d529b87
confirmatory_seeds1_4,split_seed_4/wdbc/linear_poly3,wdbc,linear_poly3,synth_repair_scale_1_rescale_N13_Q7_S24_4bbcda4a66ae,rescale,sha256:f2d4744dadb69cbde1b3ac77f095d7a22a176d692d43145710e785fcf8649547,PASS,True,False,False,NOT_RUN_NO_BOUND,BLOCKED,NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:83dfcfb908578249e1353fad87b5e9654beff9616abae46d711240acb1421a8d
confirmatory_seeds1_4,split_seed_4/wdbc/mlp_square_linear_score,wdbc,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_040942fa820d,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:41ab97cf9323ec6d86b3eef3fb84f501603526cc0fcebbeddeeb1a6036e1f02a
development_seed0,split_seed_0/banknote/linear_poly3,banknote,linear_poly3,synth_repair_scale_1_rescale_N13_Q7_S24_d1ff36e37428,rescale,sha256:f2d4744dadb69cbde1b3ac77f095d7a22a176d692d43145710e785fcf8649547,PASS,True,False,False,NOT_RUN_NO_BOUND,BLOCKED,NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:d8afc5f3900357150abbeaad99ae7d9a99514f894a904e357ce14830a6cbb73c
development_seed0,split_seed_0/banknote/mlp_square_linear_score,banknote,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_f48255b39c11,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:576a0e4aea6718c2a6c04b1a1965c05280727ce94f0c1253dd224feec65f6bdc
development_seed0,split_seed_0/digits_binary/linear_poly3,digits_binary,linear_poly3,synth_repair_scale_1_rescale_N13_Q7_S24_81046dc5ebf3,rescale,sha256:f2d4744dadb69cbde1b3ac77f095d7a22a176d692d43145710e785fcf8649547,PASS,True,False,False,NOT_RUN_NO_BOUND,BLOCKED,NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:7872c8d6d359435c8f7f9ee09cc27f84034bc4f043fabf2c0f6096ffd5330980
development_seed0,split_seed_0/digits_binary/mlp_square_linear_score,digits_binary,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_391fa6104874,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:b32708f822283e493875549a71dbdabf84a8f0b8eec752d7ce040536b9431af4
development_seed0,split_seed_0/iris_binary/linear_poly3,iris_binary,linear_poly3,synth_analysis_minimum_rescale_N13_Q7_S20_486a1fc2f0d5,rescale,sha256:36379918ed7432772f482cdcb7b97ebef72711f96e2dad7d3e068423aa53008a,PASS,True,False,False,NOT_RUN_NO_BOUND,BLOCKED,NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:df20396b04f3fae71c518e75a26ad9e18cd0007fd64d3d32175ed6a8561d9842
development_seed0,split_seed_0/iris_binary/mlp_square_linear_score,iris_binary,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_925be61044e9,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:3f93ceca10fb1aa592ec48e2f9088453dd72714e5af6786cb20feed7fa5f435e
development_seed0,split_seed_0/mnist_pool16/linear_poly3,mnist_pool16,linear_poly3,synth_repair_scale_1_rescale_N13_Q7_S24_ec91b41756ca,rescale,sha256:f2d4744dadb69cbde1b3ac77f095d7a22a176d692d43145710e785fcf8649547,PASS,True,False,False,NOT_RUN_NO_BOUND,BLOCKED,NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:83e0b364e8eb8ac41b195f3c7c91468e4f071b74a724db9fa6222284592595f3
development_seed0,split_seed_0/mnist_pool16/mlp_square_linear_score,mnist_pool16,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_2cd04f49f17a,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:3e92f276f2da3543fce92dec7b9a03b0762de6f88704c69eae626a73cbe5064d
development_seed0,split_seed_0/wdbc/linear_poly3,wdbc,linear_poly3,synth_repair_scale_1_rescale_N13_Q7_S24_4e105abcba07,rescale,sha256:f2d4744dadb69cbde1b3ac77f095d7a22a176d692d43145710e785fcf8649547,PASS,True,False,False,NOT_RUN_NO_BOUND,BLOCKED,NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:40d1b7e03ba61cb1536910df17417d3ee7f86b052fa18403ab16b58b80b668de
development_seed0,split_seed_0/wdbc/mlp_square_linear_score,wdbc,mlp_square_linear_score,synth_analysis_minimum_rescale_N13_Q6_S20_8f3d79a39ca0,rescale,sha256:ed4b627b7562ca17fda7f172438fe71a75d5edc7aec561bc87efd1f3b264523a,PASS,False,False,False,NOT_RUN_NO_BOUND,BLOCKED,MODEL_OPERATION_GRAPH_NOT_IMPLEMENTED_IN_ANALYTICAL_V2;NO_SCOPED_ABSOLUTE_INPUT_ENCRYPTION_BOUND;NO_SCOPED_ABSOLUTE_PLAINTEXT_ENCODING_BOUND;NO_SCOPED_ABSOLUTE_MULTIPLY_RELINEARIZE_RESCALE_BOUND;OBSERVED_VS_BOUND_AUDIT_NOT_RUN,sha256:950f06155bd53838f808d79d52c560145d0b7dc4a3574ba7d60ddac57a3e8d0d
