document,section,paragraph_sentence,sentence_text,positive_technical_claim,claim_id,evidence_dependency,state,permitted_scope,required_citation,proposed_correction,lint_status
journal_v10,References,p335.s4,"6993-7010, 2024.",NO,formal_trial_reduction;structural_extension,final_suite;bounded_oracle;structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances | five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
journal_v10,References,p336.s1,[15] N.,NO,BACKGROUND,,BACKGROUND,Background/definition only,[15],,PASS
journal_v10,References,p336.s2,"Xu et al., “FHE-Agent: Automating CKKS Configuration for Practical Encrypted Inference via an LLM-Guided Agentic Framework,” arXiv:2511.18653, 2025.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
journal_v10,References,p337.s1,[8] Q.,NO,BACKGROUND,,BACKGROUND,Background/definition only,[8],,PASS
journal_v10,References,p338.s1,[16] J.-P.,NO,BACKGROUND,,BACKGROUND,Background/definition only,[16],,PASS
thesis_v10,FRONT_MATTER,p3.s1,결정 안정성 제약 기반 CKKS 실행 구성 선택에 관한 연구,YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p4.s1,A Study on Decision-Stability-Constrained Selection of CKKS Configurations,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,FRONT_MATTER,p10.s1,결정 안정성 제약 기반 CKKS 실행 구성 선택에 관한 연구,YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p11.s1,A Study on Decision-Stability-Constrained Selection of CKKS Configurations,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,FRONT_MATTER,p26.s1,결정 안정성 제약 기반 CKKS 실행 구성 선택에 관한 연구,YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p27.s1,"CKKS는 암호문 상태에서 실수형 연산을 지원하지만 근사 오차가 존재하며, 같은 계산 그래프도 ring dimension, modulus chain, scale과 rescale 계획에 따라 실행시간과 오차가 달라진다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,FRONT_MATTER,p27.s2,"기존 compiler와 autotuner는 parameter, scale, bootstrapping 또는 신경망 구조를 자동화하지만, 생성된 후보가 실제 서비스의 threshold 또는 argmax 판단을 유지하는지는 별도의 배포 책임으로 남는다.",YES,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p28.s1,"본 논문은 서로 다른 구성 생성기가 만든 CKKS 후보를 동일한 결정 안정성 기준으로 검사하고, 적합한 후보 중 가장 빠른 구성을 선택하는 FlipGuard를 제안한다.",YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p28.s2,"FlipGuard는 model·graph·input·decision rule·security policy를 workload contract로 결속하고, 실제 암호화 validation에서 SAFE, REJECTED, FAILED를 구분한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,FRONT_MATTER,p28.s3,"후보 예산 안에 SAFE가 없으면 NO_SAFE로 중단하며, 선택된 후보는 별도의 audit 입력에서 configuration을 변경하지 않고 다시 검증한다.",YES,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p28.s4,후보 탐색 비용을 줄이기 위해 graph fact와 결정 여유에서 초기 구성을 계산하는 내장 direct synthesizer와 실패 원인별 제한적 보정을 제공한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,FRONT_MATTER,p29.s1,"5개 공개 데이터셋과 2개 이진 graph family의 5개 반복 분할, 총 50개 workload-partition에서 FlipGuard는 Security-V2 고정 후보군 700개 대비 70회의 암호화 후보 실행으로 모든 instance의 구성을 선택했다.",YES,formal_trial_reduction;security_attestation,final_suite;bounded_oracle;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p29.s2,Confirmatory 40개 선택 구성은 설정 고정 최종 검증을 모두 통과했다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,FRONT_MATTER,p29.s3,"외부 EVA 후보의 1,000개 고유 입력 실험에서는 scale 20이 validation 500개에서 133회의 판단 반전을 일으킨 반면, scale 30과 40은 반전이 없었고 선택된 scale 30은 audit 500개에서도 판단을 유지했다.",YES,eva_substantial_population_and_locked_audit;finite_scope_decision_integrity,docs/evidence/focused_external_comparison_v8/claim_admission.json;direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,V8 external-comparison declared workload and runtime scope | declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p29.s4,동일 Lattigo 실행기의 exact polynomial 비교에서는 안정적인 HEIR 구성과 고정 후보군 사이에서 catalog/HEIR total-latency ratio 6.3935를 관측했다.,YES,p3_catalog_over_heir_latency,,SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p29.s5,Direct 후보는 한 V_amb 입력에서 반복 flip이 발생하여 관련 성능 주장을 차단했다.,YES,direct_repeat_flip_classification,,SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,FRONT_MATTER,p30.s2,"다만 모든 결론은 선언된 후보 집합, 유한 입력, 지원 graph adapter, security interpretation과 단일 host 범위에 한정되며 distribution-wide analytical safety를 의미하지 않는다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,FRONT_MATTER,p31.s1,"주요어: CKKS, 동형암호, 결정 안정성, 실행 구성 선택, 암호화 추론, 설정 고정 최종 검증",YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p40.s2,CKKS 배경 및 관련 연구,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p42.s2,CKKS 근사 산술과 실행 구성,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p44.s2,결정 경계와 판단 반전,NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p46.s2,CKKS compiler와 autotuner,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,III. 설계 요구사항 및 문제 정의,p52.s2,결정 안정성 계약과 상태,NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p58.s2,후보 판정·직접 합성·제한적 보정,NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,IV. 제안하는 FlipGuard,p60.s2,최종 선택·NO_SAFE·설정 고정 검증,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p63.s1,24,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,V. FlipGuard 구현,p65.s1,24,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,VII. 실험 결과,p78.s2,외부 EVA 및 HEIR 결과,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,VII. 실험 결과,p80.s2,다중 클래스와 추가 강건성,NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p96.s1,[그림 2] 구성 생성기와 FlipGuard 결정 안정성 판정 계층,YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p100.s1,[그림 4] 이진 threshold 및 다중 클래스 argmax 조건,NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p102.s1,[그림 5] 선택과 설정 고정 최종 검증의 분리,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,영문초록,p114.s1,[그림 11] 후보 실행 감소 결과,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p120.s1,[그림 14] NO_SAFE control 결과,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p122.s1,[그림 15] 구조 확장 범위,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p128.s1,[그림 18] EVA scale별 오차와 판단 반전,NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p130.s1,[그림 19] 동일 Lattigo 실행기의 external candidate 비교,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,영문초록,p132.s1,[그림 20] CoreLab EVA·ELASM scale-plan grid,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p136.s1,[표 1] CKKS 실행 구성의 주요 요소와 영향,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,영문초록,p147.s1,24,NO,structural_extension,structural;structural_failure;margin_interpretation,PARTIALLY_SUPPORTED,five datasets x five deterministic partitions for mlp_square_poly3,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p158.s1,[표 12] Direct 후보 실행 분포,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p160.s1,[표 13] EVA scale 결과,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,영문초록,p166.s1,[표 16] CoreLab EVA·ELASM grid,NO,corelab_eva_elasm_numerical_grid,,PARTIALLY_SUPPORTED,V9 external comparison scope,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p168.s1,[표 17] 다중 클래스 결과,NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p172.s1,[표 19] NO_SAFE control,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p182.s1,식 (2) CKKS 절대 오차,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,영문초록,p184.s1,식 (3) 이진 판단 보존 조건,NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,영문초록,p186.s1,식 (4) 다중 클래스 argmax 보존 조건,NO,multiclass_argmax_proposition,docs/evidence/journal_multiclass_extension_v1/multiclass_contract.json;internal/certify/multiclass_decision_contract.go;internal/certify/multiclass_decision_contract_test.go,SUPPORTED,"finite logits with finite class-wise error bounds, strict inequalities, and no plaintext tie",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p204.s1,프라이버시 보존형 데이터 분석은 의료·금융·공공·클라우드 서비스에서 민감정보를 평문으로 노출하지 않고 계산해야 한다는 요구에서 출발한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p204.s2,"완전동형암호는 암호문 상태에서 연산을 수행할 수 있지만 실행 비용이 높으며, CKKS는 실수·복소수의 근사 산술을 지원함으로써 통계와 기계학습 추론에 현실적인 선택지를 제공한다 [1].",YES,BACKGROUND,,BACKGROUND,Background/definition only,[1],,PASS
thesis_v10,I. 서론,p204.s3,그러나 CKKS의 편리함은 근사 오차와 실행 구성 선택이라는 새로운 책임을 함께 만든다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p205.s3,특히 CKKS(Cheon-Kim-Kim-Song) 근사 동형암호 체계는 실수 또는 복소수 벡터에 대한 근사 산술을 지원하므로 통계 처리와 기계학습 추론에 널리 사용된다 [1].,YES,BACKGROUND,,BACKGROUND,Background/definition only,[1],,PASS
thesis_v10,I. 서론,p205.s4,그러나 CKKS의 편의성은 정확한 정수 산술이 아니라 근사 산술이라는 조건과 함께 주어진다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p206.s1,CKKS 실행 구성(configuration)을 정하는 일은 단순히 큰 파라미터를 선택하는 문제가 아니다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p206.s2,"큰 환 차원(ring dimension)과 긴 modulus chain은 계산 가능 깊이와 정밀도에 여유를 줄 수 있지만, 키 생성·메모리·연산 지연을 증가시키며 보안 한계에도 제약을 받는다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p206.s4,"따라서 사용자는 계산 그래프, 입력 범위, 필요한 출력 정확도, 보안 수준을 함께 고려해야 한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p206.s5,"CHET, EVA, HECATE, ELASM, HECO, DaCapo와 같은 컴파일러 및 최적화 연구는 파라미터 선택, scale 관리, 부트스트래핑 배치, 데이터 배치와 코드 생성의 자동화를 발전시켰다 [2, 3, 4, 5, 6, 7].",NO,hecate_measured_provider,,NOT_EVALUATED,V9 external comparison scope,"[2, 3, 4, 5, 6, 7]",,PASS
thesis_v10,I. 서론,p207.s3,"평문 score와 CKKS score의 차이가 작더라도, 그 차이가 임계값 반대편으로 score를 이동시키면 최종 결정(decision)이 바뀐다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p208.s2,"AutoPrivacy와 AutoFHE는 정확도와 성능의 절충을 다루며, Application-Aware Approximate Homomorphic Encryption은 회로와 입력 domain에 결합된 correctness 및 security 정의의 필요성을 이론적으로 정리한다 [8, 9, 14].",NO,BACKGROUND,,BACKGROUND,Background/definition only,"[8, 9, 14]",,PASS
thesis_v10,I. 서론,p208.s4,"핵심은 서로 다른 구성 제공자(configuration provider)의 출력에 공통으로 적용할 수 있는 임계값 결정 무결성 계약(threshold decision-integrity contract), 후보 단위의 승인·거부, SAFE 후보 부재 시 명시적 기권, 그리고 선택 리터럴(literal)을 재조정 없이 분리된 잠금 감사(locked audit)에서 재생하는 절차를 하나의 검증 계층으로 구성하는 데 있다.",YES,primary_no_retuning_locked_audit;finite_scope_decision_integrity;scoped_direct_synthesis,direct_confirmatory;direct_development;margin_interpretation;no_safe;final_suite,PARTIALLY_SUPPORTED,"10 dataset-model workloads and five deterministic repeated partitions | declared finite validation and locked-audit artifacts | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p209.s1,초기 실험 방식은 미리 정한 11개 CKKS profile과 2개 실행 path의 조합을 모든 작업부하-분할 인스턴스(workload-partition instance)에 실행하는 유한 후보 목록(bounded catalog)에 가까웠다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p209.s2,"이 방식은 비교 가능한 유한 후보 집합을 만들고, 실행 가능한 후보와 decision-integrity를 만족하는 후보를 관찰하는 데 유용하다.",NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p209.s3,또한 가장 빠른 SAFE 후보를 유한 범위에서 식별할 수 있으므로 평가용 기준선으로서 의미가 있다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p209.s4,"그러나 사용자가 새 모델과 데이터셋을 입력할 때마다 같은 catalog를 반복 실행한다면, 계산 그래프에서 이미 알 수 있는 깊이와 scale 요구를 후보 생성에 충분히 활용하지 못한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p209.s5,"후보 수가 커질수록 실행 비용이 선형으로 증가하고, catalog 밖의 유효한 literal은 처음부터 고려되지 않는다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p210.s2,"FlipGuard는 지원되는 계산 그래프에서 연산 깊이, rescale 수, 곱셈 구조, 요구 slot과 같은 사실을 추출하고, threshold decision contract와 동결된 수치·보안 정책을 결합하여 첫 CKKS literal을 직접 합성한다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p210.s3,"그 후보를 실제 암호화 validation에 통과시키고, 실패 원인이 수치 정밀도 또는 level 부족으로 분류될 때만 제한된 repair를 적용한다.",YES,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p210.s4,"첫 SAFE에서 멈추며, 사전 선언한 trial budget 안에서 SAFE를 확립하지 못하면 NO_SAFE를 반환한다.",YES,formal_trial_reduction;no_safe_behavior,final_suite;bounded_oracle;no_safe,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances | one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p211.s1,FlipGuard는 선언된 graph adapter와 동결 정책 범위에서 computation graph와 threshold decision-integrity contract로부터 CKKS literal을 직접 합성했다.,YES,finite_scope_decision_integrity;scoped_direct_synthesis,direct_confirmatory;direct_development;margin_interpretation;no_safe;final_suite,PARTIALLY_SUPPORTED,"declared finite validation and locked-audit artifacts | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p211.s2,"또한 선언된 finite validation에서 관측 error와 decision margin을 결합해 후보를 certify-or-reject하고, disjoint audit에서 동결 literal을 재생한다.",YES,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p211.s3,"여기서 SAFE는 선언된 유한 validation artifact와 관측 fresh-key run에서 정책을 통과했다는 뜻이며, 입력 분포 전체에 대한 수학적 보증을 뜻하지 않는다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p216.s1,"본 연구의 목적은 지원 그래프와 decision-integrity contract에서 CKKS 실행 literal을 직접 합성하고, 제한된 encrypted trial, bounded repair, NO_SAFE, locked audit을 포함하는 재현 가능한 승인 체계를 구현·평가하는 것이다.",YES,formal_trial_reduction;primary_no_retuning_locked_audit;no_safe_behavior;finite_scope_decision_integrity;scoped_direct_synthesis;adaptive_repair,final_suite;bounded_oracle;direct_confirmatory;direct_development;no_safe;margin_interpretation;direct_ablation,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | 10 dataset-model workloads and five deterministic repeated partitions | one-candidate budget control and declared two-candidate finite domain | declared finite validation and locked-audit artifacts | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p217.s2,지원되는 계산 그래프와 decision-integrity contract에서 CKKS literal을 직접 합성하여 Security-V2 bounded catalog 대비 encrypted candidate trial을 줄일 수 있는가?,YES,formal_trial_reduction;security_attestation;finite_scope_decision_integrity;scoped_direct_synthesis,final_suite;bounded_oracle;security_attestation;exact_estimator;direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | attested direct, catalog, reference, and latency-arm literals | declared finite validation and locked-audit artifacts | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p218.s2,"직접 합성 후보와 bounded repair가 finite validation scope에서 decision-integrity admission을 통과하고, 선택 literal이 disjoint locked audit에서 retuning 없이 유지되는가?",YES,primary_no_retuning_locked_audit;finite_scope_decision_integrity;scoped_direct_synthesis;adaptive_repair,direct_confirmatory;direct_development;margin_interpretation;no_safe;final_suite;direct_ablation,PARTIALLY_SUPPORTED,"10 dataset-model workloads and five deterministic repeated partitions | declared finite validation and locked-audit artifacts | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p218.s3,또한 안전한 후보를 확립할 수 없을 때 NO_SAFE를 반환하는가?,NO,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p219.s2,동일 host의 paired protocol에서 direct configuration은 Security-V2 bounded-catalog fastest-safe configuration보다 어떤 latency 차이를 보이는가?,NO,paired_latency;security_attestation,paired_latency_admission;bounded_oracle;security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"one host, frozen direct and Security-V2 bounded-catalog arms | attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p220.s2,"이 결과는 deeper polynomial graph, scoped Sobel/Harris/CNN-lite, 독립 training/data seed에서 어느 범위까지 유지되며, 어떤 negative result와 한계를 보이는가?",NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p221.s2,"RQ1은 후보 실행 회계, RQ2는 finite-set 경험적 admission과 audit, RQ3은 한 host에서의 paired 측정, RQ4는 선언된 adapter 범위의 확장을 다룬다.",YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p221.s3,"어느 질문도 임의의 CKKS 프로그램, 모든 데이터 분포, 모든 하드웨어에 대한 결론을 요구하지 않는다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p223.s2,빠르거나 공격적인 CKKS 실행 구성이 실제로 최종 판단을 바꾸는가?,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p223.s4,서로 다른 구성 생성기가 만든 후보를 하나의 결정 안정성 기준으로 비교할 수 있는가?,YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p223.s6,내장 직접 합성은 후보 실행 비용을 줄이면서 선택 후 재조정 없는 최종 검증을 통과하는가?,YES,formal_trial_reduction;scoped_direct_synthesis,final_suite;bounded_oracle;direct_confirmatory;direct_development,SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p225.s1,"첫째, 계산 그래프, model/input digest, threshold, decision margin 정책, 보안 정책을 결합한 decision-integrity workload contract와 finite-scope admission을 제안한다.",YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p225.s2,"평문 score와 CKKS score의 오차를 decision margin과 비교하고, flip과 정책 위반을 분리해 기록한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p225.s3,이 certificate는 empirical finite-set certificate이며 분석적 CKKS error bound를 대신하지 않는다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p226.s1,"둘째, direct literal synthesis와 bounded failure-aware repair를 구현한다.",NO,scoped_direct_synthesis;adaptive_repair,direct_confirmatory;direct_development;final_suite;direct_ablation,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p226.s2,"graph fact로부터 LogN, Q/P chain, initial scale을 계산하고, 실행 실패를 분류해 수치 repair와 level repair를 사전동결된 한도 안에서 적용한다.",NO,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
