record_kind,candidate_source,candidate_id,profile,path,split_seed,dataset_id,model_id,log_n,log_q_primes,log_p_primes,log_q,log_p,log_qp,actual_log_q,actual_log_p,actual_log_qp,actual_q_primes,actual_p_primes,xs,xe,old_policy_id,old_limit,old_headroom,old_admission,v2_policy_id,v2_limit,ciphertext_q_admission,evaluation_key_qp_admission,v2_headroom,v2_admission,exact_estimator_status,identity_changed,excluded_from_bounded_oracle,encrypted_rerun_required,reason
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q7_S20_6620abbbb624,,rescale,4,iris_binary,linear_poly3,13,"[23,20,20,20,20,20,20]",[30],143,30,173,143.643749011,29.9999339585,173.643682969,"[8404993,1032193,1097729,1130497,1146881,1179649,1196033]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,44,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,41,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_410391a92584,,rescale,4,iris_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_bb6a1f909bb7,,rescale,4,mnist_pool16,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_fc30b5ace58f,,rescale,4,mnist_pool16,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_d84de52a7b18,,rescale,4,wdbc,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_53fdc19676be,,rescale,4,wdbc,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_literal_signature,direct,direct_literal_af3abb13b5c80924,,rescale,,,,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_literal_signature,direct,direct_literal_0365542dc277d459,,rescale,,,,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_literal_signature,direct,direct_literal_06bc0899549530f8,,rescale,,,,13,"[23,20,20,20,20,20,20]",[30],143,30,173,143.643749011,29.9999339585,173.643682969,"[8404993,1032193,1097729,1130497,1146881,1179649,1196033]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,44,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,41,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile,catalog,default,default,,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,default__baseline_non_rescale,default,baseline_non_rescale,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,default__rescale_aware,default,rescale_aware,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile,catalog,scale42,scale42,,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,scale42__baseline_non_rescale,scale42,baseline_non_rescale,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,scale42__rescale_aware,scale42,rescale_aware,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile,catalog,scale40,scale40,,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,scale40__baseline_non_rescale,scale40,baseline_non_rescale,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,scale40__rescale_aware,scale40,rescale_aware,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile,catalog,scale38,scale38,,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,scale38__baseline_non_rescale,scale38,baseline_non_rescale,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile_path_mapping,catalog,scale38__rescale_aware,scale38,rescale_aware,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,false,QP exceeds the V2 cap; catalog record is retained but excluded
catalog_profile,catalog,deep_chain_8_scale45,deep_chain_8_scale45,,,,,15,"[56,46,46,46,45,45,46,45]","[56,55]",375,111,486,375.000000165,111,486.000000165,"[72057594038321153,70368744570881,70368744701953,70368743587841,35184372744193,35184373006337,70368744964097,35184373989377]","[72057594037338113,36028797019488257]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,881,395,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,868,PASS,PASS,382,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,deep_chain_8_scale45__baseline_non_rescale,deep_chain_8_scale45,baseline_non_rescale,,,,15,"[56,46,46,46,45,45,46,45]","[56,55]",375,111,486,375.000000165,111,486.000000165,"[72057594038321153,70368744570881,70368744701953,70368743587841,35184372744193,35184373006337,70368744964097,35184373989377]","[72057594037338113,36028797019488257]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,881,395,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,868,PASS,PASS,382,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,,,,15,"[56,46,46,46,45,45,46,45]","[56,55]",375,111,486,375.000000165,111,486.000000165,"[72057594038321153,70368744570881,70368744701953,70368743587841,35184372744193,35184373006337,70368744964097,35184373989377]","[72057594037338113,36028797019488257]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,881,395,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,868,PASS,PASS,382,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile,catalog,deep_chain_9_scale45,deep_chain_9_scale45,,,,,15,"[56,46,46,46,45,45,46,45,45]","[56,55]",420,111,531,420.000000034,111,531.000000034,"[72057594038321153,70368744570881,70368744701953,70368743587841,35184372744193,35184373006337,70368744964097,35184373989377,35184368877569]","[72057594037338113,36028797019488257]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,881,350,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,868,PASS,PASS,337,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,deep_chain_9_scale45__baseline_non_rescale,deep_chain_9_scale45,baseline_non_rescale,,,,15,"[56,46,46,46,45,45,46,45,45]","[56,55]",420,111,531,420.000000034,111,531.000000034,"[72057594038321153,70368744570881,70368744701953,70368743587841,35184372744193,35184373006337,70368744964097,35184373989377,35184368877569]","[72057594037338113,36028797019488257]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,881,350,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,868,PASS,PASS,337,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,,,,15,"[56,46,46,46,45,45,46,45,45]","[56,55]",420,111,531,420.000000034,111,531.000000034,"[72057594038321153,70368744570881,70368744701953,70368743587841,35184372744193,35184373006337,70368744964097,35184373989377,35184368877569]","[72057594037338113,36028797019488257]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,881,350,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,868,PASS,PASS,337,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile,catalog,short_chain_6_scale42,short_chain_6_scale42,,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_6_scale42__baseline_non_rescale,short_chain_6_scale42,baseline_non_rescale,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_6_scale42__rescale_aware,short_chain_6_scale42,rescale_aware,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile,catalog,short_chain_6_scale40,short_chain_6_scale40,,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_6_scale40__baseline_non_rescale,short_chain_6_scale40,baseline_non_rescale,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_6_scale40__rescale_aware,short_chain_6_scale40,rescale_aware,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile,catalog,short_chain_6_scale38,short_chain_6_scale38,,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,,,,14,"[56,46,46,46,45,45]","[56,55]",284,111,395,284.000000048,111,395.000000048,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,43,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,35,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile,catalog,short_chain_5,short_chain_5,,,,,14,"[56,46,46,46,45]","[56,55]",239,111,350,239.000000021,111,350.000000021,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,88,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,80,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,,,,14,"[56,46,46,46,45]","[56,55]",239,111,350,239.000000021,111,350.000000021,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,88,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,80,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_5__rescale_aware,short_chain_5,rescale_aware,,,,14,"[56,46,46,46,45]","[56,55]",239,111,350,239.000000021,111,350.000000021,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,88,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,80,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile,catalog,short_chain_3,short_chain_3,,,,,14,"[56,46,46]","[56,55]",148,111,259,148.000000009,111,259.000000009,"[72057594038321153,70368744210433,70368744570881]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,179,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,171,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,,,,14,"[56,46,46]","[56,55]",148,111,259,148.000000009,111,259.000000009,"[72057594038321153,70368744210433,70368744570881]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,179,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,171,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
catalog_profile_path_mapping,catalog,short_chain_3__rescale_aware,short_chain_3,rescale_aware,,,,14,"[56,46,46]","[56,55]",148,111,259,148.000000009,111,259.000000009,"[72057594038321153,70368744210433,70368744570881]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,179,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,PASS,171,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
reference_candidate,reference,default__rescale_aware,default,rescale_aware,,,,14,"[56,46,46,46,45,45,46]","[56,55]",330,111,441,330.000000036,111,441.000000036,"[72057594038321153,70368744210433,70368744570881,70368744701953,35184372121601,35184372744193,70368743587841]","[72057594037370881,36028797019389953]",ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,438,-3,FAIL,security_guidelines_cic2025_table5_2_ternary_128_v2,430,PASS,FAIL,-11,FAIL,NOT_RUN_INPUT_EXPORTED,false,false,true,legacy default reference is V2-inadmissible and cannot be used in final paired latency
paired_latency_arm,direct,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,rescale,0,banknote,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
